Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-01 00:00:00-05:00,175.82108973287822,180.87336362702823,152.95238016672496,172.8055419921875,2108446000,0.0,0.0
2022-02-01 00:00:00-05:00,172.0442722825556,174.65444864113604,150.28291599607587,163.25469970703125,1627516300,0.22,0.0
2022-03-01 00:00:00-05:00,163.04690034305077,177.80725205073435,148.5934498489523,172.85743713378906,2180800100,0.0,0.0
2022-04-01 00:00:00-04:00,172.28325588739443,176.69849741663867,153.82045238625116,156.06765747070312,1687795600,0.0,0.0
2022-05-01 00:00:00-04:00,155.13711949365546,164.80904782069058,131.27900344172062,147.34609985351562,2401040300,0.23,0.0
2022-06-01 00:00:00-04:00,148.61349231863656,150.43771220138183,127.93252055946465,135.54661560058594,1749099800,0.0,0.0
2022-07-01 00:00:00-04:00,134.87244043539647,162.22566286505673,134.49571204329507,161.11526489257812,1447125400,0.0,0.0
2022-08-01 00:00:00-04:00,159.628132315941,174.6381932331933,155.79135128554213,155.87066650390625,1510239600,0.23,0.0
2022-09-01 00:00:00-04:00,155.51136020755388,163.0764509255449,137.00566772385125,137.2042236328125,2084722800,0.0,0.0
2022-10-01 00:00:00-04:00,137.21415045176863,156.36515191620504,133.4018076157381,152.23512268066406,1868139700,0.0,0.0
2022-11-01 00:00:00-04:00,153.96259963625548,154.32992881746716,133.41175294432745,146.96339416503906,1724847700,0.23,0.0
2022-12-01 00:00:00-05:00,147.38618380886817,150.08111182064346,125.17035638926747,129.20777893066406,1675731200,0.0,0.0
2023-01-01 00:00:00-05:00,129.55584052740096,146.41162132370357,123.47980220905534,143.4879608154297,1443652500,0.0,0.0
2023-02-01 00:00:00-05:00,143.16975573798678,156.50522099096355,140.53449161594784,146.59063720703125,1307198900,0.23,0.0
2023-03-01 00:00:00-05:00,146.23677899702577,164.3333667071162,143.31860888571362,164.2337646484375,1520266600,0.0,0.0
2023-04-01 00:00:00-04:00,163.60634456110236,169.16380288264062,159.1344789332338,168.99447631835938,969709700,0.0,0.0
2023-05-01 00:00:00-04:00,168.5960882643503,178.62541160969212,163.64616641580363,176.5338897705078,1275155500,0.24,0.0
2023-06-01 00:00:00-04:00,177.2268671826369,193.96218888244223,176.4589130618203,193.45355224609375,1297101100,0.0,0.0
2023-07-01 00:00:00-04:00,193.26406677810436,197.70221577586008,186.1031905643579,195.9269561767578,996066400,0.0,0.0
2023-08-01 00:00:00-04:00,195.7175062826156,196.20619189253347,171.50215426156979,187.36978149414062,1322439400,0.24,0.0
2023-09-01 00:00:00-04:00,189.24068851568794,189.73003405704122,167.39945308681277,170.9847412109375,1337586600,0.0,0.0
2023-10-01 00:00:00-04:00,170.9947234813543,182.1000877882176,165.45202268477675,170.54531860351562,1172719600,0.0,0.0
2023-11-01 00:00:00-04:00,170.7750094528983,192.6761480874511,169.89616242260064,189.7000732421875,1099586100,0.24,0.0
2023-12-01 00:00:00-05:00,190.3300018310547,199.6199951171875,187.4499969482422,192.52999877929688,1062774800,0.0,0.0
